# Zheleznyak (1982) absorption curve and two-stream fit
# Generated:  2026-05-05T08:42:07
# Command:    Zheleznyak.py --ngroups 8 --threshold 1E-6 --write-to-file zheleznyak
# ngroups=8,  n_kept=6,  threshold=1.0e-06
# lambda1 = 2.625223e-02 m^-1 Pa^-1,  lambda2 = 1.500128e+00 m^-1 Pa^-1
# RMS relative error = 0.484 %
# 
# Columns:
#   chi            : reduced path length p_O2*r  [Pa m]
#   K_zheleznyak   : Zheleznyak (1982) absorption function  [m^-1 Pa^-1]
#   K_twostream    : two-stream fit, integral-normalised to K_zheleznyak  [m^-1 Pa^-1]
#   group_1_kappa2.689e-02: group 1: kappa=2.6888e-02 m^-1 Pa^-1,  g=1.5808e-02  [m^-1 Pa^-1]
#   group_2_kappa3.061e-02: group 2: kappa=3.0612e-02 m^-1 Pa^-1,  g=5.4157e-02  [m^-1 Pa^-1]
#   group_3_kappa4.482e-02: group 3: kappa=4.4820e-02 m^-1 Pa^-1,  g=1.4351e-01  [m^-1 Pa^-1]
#   group_4_kappa1.002e-01: group 4: kappa=1.0021e-01 m^-1 Pa^-1,  g=2.4996e-01  [m^-1 Pa^-1]
#   group_5_kappa3.157e-01: group 5: kappa=3.1572e-01 m^-1 Pa^-1,  g=3.0500e-01  [m^-1 Pa^-1]
#   group_6_kappa1.007e+00: group 6: kappa=1.0071e+00 m^-1 Pa^-1,  g=2.3157e-01  [m^-1 Pa^-1]
#
#                      chi              K_zheleznyak               K_twostream    group_1_kappa2.689e-02    group_2_kappa3.061e-02    group_3_kappa4.482e-02    group_4_kappa1.002e-01    group_5_kappa3.157e-01    group_6_kappa1.007e+00
            1.03712254e+00            7.34844137e-01            7.37107720e-01            1.67221170e-03            6.49730535e-03            2.48386262e-02            9.13337625e-02            2.80781004e-01            3.31984810e-01
            1.04125242e+00            7.33079880e-01            7.35320543e-01            1.67202602e-03            6.49648400e-03            2.48340291e-02            9.12959696e-02            2.80415140e-01            3.30606894e-01
            1.04539874e+00            7.31314886e-01            7.33532499e-01            1.67183962e-03            6.49565947e-03            2.48294144e-02            9.12580420e-02            2.80048298e-01            3.29229246e-01
            1.04956158e+00            7.29549175e-01            7.31743610e-01            1.67165250e-03            6.49483177e-03            2.48247823e-02            9.12199792e-02            2.79680479e-01            3.27851886e-01
            1.05374100e+00            7.27782767e-01            7.29953897e-01            1.67146466e-03            6.49400088e-03            2.48201325e-02            9.11817808e-02            2.79311681e-01            3.26474838e-01
            1.05793705e+00            7.26015684e-01            7.28163382e-01            1.67127609e-03            6.49316679e-03            2.48154652e-02            9.11434463e-02            2.78941903e-01            3.25098125e-01
            1.06214982e+00            7.24247945e-01            7.26372087e-01            1.67108678e-03            6.49232948e-03            2.48107801e-02            9.11049755e-02            2.78571145e-01            3.23721770e-01
            1.06637936e+00            7.22479571e-01            7.24580034e-01            1.67089675e-03            6.49148895e-03            2.48060773e-02            9.10663677e-02            2.78199407e-01            3.22345796e-01
            1.07062574e+00            7.20710583e-01            7.22787245e-01            1.67070598e-03            6.49064518e-03            2.48013566e-02            9.10276227e-02            2.77826688e-01            3.20970227e-01
            1.07488904e+00            7.18941002e-01            7.20993742e-01            1.67051448e-03            6.48979816e-03            2.47966180e-02            9.09887400e-02            2.77452986e-01            3.19595085e-01
            1.07916931e+00            7.17170848e-01            7.19199547e-01            1.67032223e-03            6.48894788e-03            2.47918615e-02            9.09497192e-02            2.77078302e-01            3.18220394e-01
            1.08346662e+00            7.15400143e-01            7.17404683e-01            1.67012924e-03            6.48809433e-03            2.47870870e-02            9.09105598e-02            2.76702636e-01            3.16846177e-01
            1.08778105e+00            7.13628907e-01            7.15609172e-01            1.66993550e-03            6.48723749e-03            2.47822944e-02            9.08712615e-02            2.76325985e-01            3.15472458e-01
            1.09211265e+00            7.11857161e-01            7.13813037e-01            1.66974102e-03            6.48637735e-03            2.47774836e-02            9.08318237e-02            2.75948351e-01            3.14099260e-01
            1.09646151e+00            7.10084927e-01            7.12016300e-01            1.66954578e-03            6.48551390e-03            2.47726546e-02            9.07922461e-02            2.75569732e-01            3.12726608e-01
            1.10082768e+00            7.08312225e-01            7.10218983e-01            1.66934979e-03            6.48464713e-03            2.47678073e-02            9.07525283e-02            2.75190128e-01            3.11354523e-01
            1.10521124e+00            7.06539077e-01            7.08421111e-01            1.66915304e-03            6.48377702e-03            2.47629417e-02            9.07126698e-02            2.74809538e-01            3.09983031e-01
            1.10961226e+00            7.04765504e-01            7.06622704e-01            1.66895553e-03            6.48290357e-03            2.47580576e-02            9.06726702e-02            2.74427962e-01            3.08612155e-01
            1.11403080e+00            7.02991527e-01            7.04823787e-01            1.66875726e-03            6.48202676e-03            2.47531551e-02            9.06325290e-02            2.74045400e-01            3.07241919e-01
            1.11846693e+00            7.01217168e-01            7.03024382e-01            1.66855822e-03            6.48114657e-03            2.47482340e-02            9.05922459e-02            2.73661851e-01            3.05872346e-01
            1.12292073e+00            6.99442449e-01            7.01224513e-01            1.66835842e-03            6.48026300e-03            2.47432944e-02            9.05518204e-02            2.73277315e-01            3.04503462e-01
            1.12739226e+00            6.97667390e-01            6.99424202e-01            1.66815784e-03            6.47937603e-03            2.47383360e-02            9.05112520e-02            2.72891791e-01            3.03135289e-01
            1.13188160e+00            6.95892014e-01            6.97623473e-01            1.66795649e-03            6.47848565e-03            2.47333589e-02            9.04705404e-02            2.72505279e-01            3.01767853e-01
            1.13638882e+00            6.94116341e-01            6.95822348e-01            1.66775436e-03            6.47759185e-03            2.47283630e-02            9.04296851e-02            2.72117778e-01            3.00401176e-01
            1.14091399e+00            6.92340394e-01            6.94020853e-01            1.66755145e-03            6.47669462e-03            2.47233482e-02            9.03886857e-02            2.71729289e-01            2.99035284e-01
            1.14545717e+00            6.90564195e-01            6.92219009e-01            1.66734775e-03            6.47579394e-03            2.47183144e-02            9.03475417e-02            2.71339811e-01            2.97670200e-01
            1.15001845e+00            6.88787764e-01            6.90416840e-01            1.66714327e-03            6.47488979e-03            2.47132617e-02            9.03062527e-02            2.70949343e-01            2.96305949e-01
            1.15459789e+00            6.87011125e-01            6.88614370e-01            1.66693801e-03            6.47398218e-03            2.47081899e-02            9.02648182e-02            2.70557886e-01            2.94942556e-01
            1.15919556e+00            6.85234298e-01            6.86811623e-01            1.66673195e-03            6.47307107e-03            2.47030989e-02            9.02232379e-02            2.70165439e-01            2.93580044e-01
            1.16381155e+00            6.83457306e-01            6.85008622e-01            1.66652509e-03            6.47215647e-03            2.46979887e-02            9.01815113e-02            2.69772002e-01            2.92218439e-01
            1.16844591e+00            6.81680171e-01            6.83205392e-01            1.66631744e-03            6.47123836e-03            2.46928592e-02            9.01396380e-02            2.69377574e-01            2.90857765e-01
            1.17309873e+00            6.79902915e-01            6.81401955e-01            1.66610899e-03            6.47031672e-03            2.46877103e-02            9.00976175e-02            2.68982156e-01            2.89498045e-01
            1.17777007e+00            6.78125559e-01            6.79598336e-01            1.66589973e-03            6.46939154e-03            2.46825421e-02            9.00554493e-02            2.68585748e-01            2.88139306e-01
            1.18246002e+00            6.76348127e-01            6.77794560e-01            1.66568966e-03            6.46846281e-03            2.46773543e-02            9.00131331e-02            2.68188348e-01            2.86781572e-01
            1.18716865e+00            6.74570640e-01            6.75990649e-01            1.66547879e-03            6.46753052e-03            2.46721470e-02            8.99706684e-02            2.67789958e-01            2.85424866e-01
            1.19189602e+00            6.72793120e-01            6.74186628e-01            1.66526710e-03            6.46659465e-03            2.46669201e-02            8.99280547e-02            2.67390576e-01            2.84069215e-01
            1.19664222e+00            6.71015590e-01            6.72382522e-01            1.66505460e-03            6.46565519e-03            2.46616734e-02            8.98852916e-02            2.66990204e-01            2.82714643e-01
            1.20140732e+00            6.69238072e-01            6.70578354e-01            1.66484128e-03            6.46471213e-03            2.46564070e-02            8.98423788e-02            2.66588840e-01            2.81361175e-01
            1.20619139e+00            6.67460588e-01            6.68774149e-01            1.66462713e-03            6.46376545e-03            2.46511207e-02            8.97993156e-02            2.66186485e-01            2.80008836e-01
            1.21099451e+00            6.65683161e-01            6.66969932e-01            1.66441216e-03            6.46281514e-03            2.46458146e-02            8.97561018e-02            2.65783138e-01            2.78657650e-01
            1.21581676e+00            6.63905813e-01            6.65165726e-01            1.66419637e-03            6.46186118e-03            2.46404884e-02            8.97127367e-02            2.65378800e-01            2.77307643e-01
            1.22065821e+00            6.62128567e-01            6.63361556e-01            1.66397974e-03            6.46090357e-03            2.46351422e-02            8.96692201e-02            2.64973471e-01            2.75958839e-01
            1.22551894e+00            6.60351444e-01            6.61557447e-01            1.66376228e-03            6.45994229e-03            2.46297759e-02            8.96255514e-02            2.64567151e-01            2.74611264e-01
            1.23039903e+00            6.58574469e-01            6.59753423e-01            1.66354398e-03            6.45897732e-03            2.46243894e-02            8.95817302e-02            2.64159839e-01            2.73264943e-01
            1.23529855e+00            6.56797662e-01            6.57949510e-01            1.66332484e-03            6.45800866e-03            2.46189826e-02            8.95377561e-02            2.63751537e-01            2.71919901e-01
            1.24021758e+00            6.55021048e-01            6.56145731e-01            1.66310485e-03            6.45703628e-03            2.46135555e-02            8.94936286e-02            2.63342243e-01            2.70576162e-01
            1.24515620e+00            6.53244648e-01            6.54342111e-01            1.66288402e-03            6.45606018e-03            2.46081080e-02            8.94493472e-02            2.62931958e-01            2.69233753e-01
            1.25011448e+00            6.51468485e-01            6.52538676e-01            1.66266234e-03            6.45508034e-03            2.46026400e-02            8.94049116e-02            2.62520683e-01            2.67892698e-01
            1.25509251e+00            6.49692581e-01            6.50735449e-01            1.66243981e-03            6.45409675e-03            2.45971514e-02            8.93603212e-02            2.62108417e-01            2.66553023e-01
            1.26009036e+00            6.47916961e-01            6.48932457e-01            1.66221642e-03            6.45310940e-03            2.45916422e-02            8.93155756e-02            2.61695161e-01            2.65214752e-01
            1.26510811e+00            6.46141645e-01            6.47129724e-01            1.66199217e-03            6.45211826e-03            2.45861124e-02            8.92706744e-02            2.61280915e-01            2.63877912e-01
            1.27014584e+00            6.44366658e-01            6.45327275e-01            1.66176706e-03            6.45112333e-03            2.45805617e-02            8.92256171e-02            2.60865678e-01            2.62542527e-01
            1.27520364e+00            6.42592022e-01            6.43525134e-01            1.66154108e-03            6.45012460e-03            2.45749902e-02            8.91804033e-02            2.60449453e-01            2.61208622e-01
            1.28028157e+00            6.40817759e-01            6.41723328e-01            1.66131423e-03            6.44912204e-03            2.45693978e-02            8.91350324e-02            2.60032237e-01            2.59876224e-01
            1.28537973e+00            6.39043893e-01            6.39921881e-01            1.66108652e-03            6.44811564e-03            2.45637845e-02            8.90895041e-02            2.59614033e-01            2.58545357e-01
            1.29049818e+00            6.37270446e-01            6.38120818e-01            1.66085792e-03            6.44710540e-03            2.45581500e-02            8.90438179e-02            2.59194840e-01            2.57216046e-01
            1.29563702e+00            6.35497442e-01            6.36320164e-01            1.66062845e-03            6.44609129e-03            2.45524944e-02            8.89979734e-02            2.58774659e-01            2.55888318e-01
            1.30079632e+00            6.33724903e-01            6.34519946e-01            1.66039810e-03            6.44507331e-03            2.45468176e-02            8.89519700e-02            2.58353489e-01            2.54562197e-01
            1.30597617e+00            6.31952853e-01            6.32720187e-01            1.66016686e-03            6.44405143e-03            2.45411195e-02            8.89058074e-02            2.57931332e-01            2.53237709e-01
            1.31117664e+00            6.30181313e-01            6.30920914e-01            1.65993473e-03            6.44302565e-03            2.45354001e-02            8.88594850e-02            2.57508188e-01            2.51914880e-01
            1.31639782e+00            6.28410307e-01            6.29122151e-01            1.65970171e-03            6.44199595e-03            2.45296592e-02            8.88130025e-02            2.57084058e-01            2.50593734e-01
            1.32163979e+00            6.26639859e-01            6.27323924e-01            1.65946780e-03            6.44096231e-03            2.45238968e-02            8.87663593e-02            2.56658941e-01            2.49274297e-01
            1.32690264e+00            6.24869991e-01            6.25526259e-01            1.65923298e-03            6.43992472e-03            2.45181129e-02            8.87195551e-02            2.56232839e-01            2.47956595e-01
            1.33218644e+00            6.23100726e-01            6.23729180e-01            1.65899727e-03            6.43888317e-03            2.45123072e-02            8.86725893e-02            2.55805751e-01            2.46640653e-01
            1.33749128e+00            6.21332087e-01            6.21932714e-01            1.65876065e-03            6.43783764e-03            2.45064799e-02            8.86254615e-02            2.55377679e-01            2.45326496e-01
            1.34281725e+00            6.19564098e-01            6.20136886e-01            1.65852312e-03            6.43678812e-03            2.45006307e-02            8.85781712e-02            2.54948623e-01            2.44014150e-01
            1.34816442e+00            6.17796780e-01            6.18341721e-01            1.65828468e-03            6.43573459e-03            2.44947596e-02            8.85307180e-02            2.54518583e-01            2.42703641e-01
            1.35353289e+00            6.16030158e-01            6.16547244e-01            1.65804533e-03            6.43467704e-03            2.44888666e-02            8.84831013e-02            2.54087561e-01            2.41394993e-01
            1.35892274e+00            6.14264255e-01            6.14753482e-01            1.65780506e-03            6.43361545e-03            2.44829515e-02            8.84353209e-02            2.53655557e-01            2.40088232e-01
            1.36433404e+00            6.12499092e-01            6.12960460e-01            1.65756386e-03            6.43254981e-03            2.44770143e-02            8.83873761e-02            2.53222571e-01            2.38783385e-01
            1.36976690e+00            6.10734695e-01            6.11168203e-01            1.65732174e-03            6.43148011e-03            2.44710550e-02            8.83392666e-02            2.52788605e-01            2.37480475e-01
            1.37522139e+00            6.08971084e-01            6.09376737e-01            1.65707869e-03            6.43040632e-03            2.44650733e-02            8.82909918e-02            2.52353659e-01            2.36179528e-01
            1.38069760e+00            6.07208285e-01            6.07586088e-01            1.65683471e-03            6.42932844e-03            2.44590693e-02            8.82425514e-02            2.51917733e-01            2.34880571e-01
            1.38619562e+00            6.05446319e-01            6.05796281e-01            1.65658980e-03            6.42824645e-03            2.44530429e-02            8.81939448e-02            2.51480830e-01            2.33583628e-01
            1.39171553e+00            6.03685210e-01            6.04007342e-01            1.65634394e-03            6.42716034e-03            2.44469939e-02            8.81451715e-02            2.51042948e-01            2.32288724e-01
            1.39725742e+00            6.01924981e-01            6.02219297e-01            1.65609715e-03            6.42607008e-03            2.44409224e-02            8.80962312e-02            2.50604090e-01            2.30995886e-01
            1.40282138e+00            6.00165655e-01            6.00432171e-01            1.65584940e-03            6.42497567e-03            2.44348283e-02            8.80471234e-02            2.50164257e-01            2.29705137e-01
            1.40840749e+00            5.98407255e-01            5.98645990e-01            1.65560071e-03            6.42387709e-03            2.44287114e-02            8.79978475e-02            2.49723448e-01            2.28416505e-01
            1.41401585e+00            5.96649803e-01            5.96860779e-01            1.65535107e-03            6.42277432e-03            2.44225716e-02            8.79484031e-02            2.49281666e-01            2.27130013e-01
            1.41964655e+00            5.94893324e-01            5.95076565e-01            1.65510047e-03            6.42166735e-03            2.44164090e-02            8.78987898e-02            2.48838910e-01            2.25845688e-01
            1.42529966e+00            5.93137840e-01            5.93293372e-01            1.65484891e-03            6.42055617e-03            2.44102234e-02            8.78490071e-02            2.48395183e-01            2.24563554e-01
            1.43097528e+00            5.91383375e-01            5.91511227e-01            1.65459638e-03            6.41944075e-03            2.44040148e-02            8.77990545e-02            2.47950484e-01            2.23283636e-01
            1.43667351e+00            5.89629950e-01            5.89730155e-01            1.65434289e-03            6.41832109e-03            2.43977830e-02            8.77489316e-02            2.47504816e-01            2.22005961e-01
            1.44239443e+00            5.87877589e-01            5.87950183e-01            1.65408843e-03            6.41719716e-03            2.43915280e-02            8.76986379e-02            2.47058179e-01            2.20730552e-01
            1.44813812e+00            5.86126316e-01            5.86171334e-01            1.65383300e-03            6.41606896e-03            2.43852497e-02            8.76481729e-02            2.46610574e-01            2.19457436e-01
            1.45390469e+00            5.84376153e-01            5.84393636e-01            1.65357659e-03            6.41493646e-03            2.43789480e-02            8.75975362e-02            2.46162002e-01            2.18186637e-01
            1.45969422e+00            5.82627123e-01            5.82617114e-01            1.65331919e-03            6.41379966e-03            2.43726229e-02            8.75467272e-02            2.45712465e-01            2.16918180e-01
            1.46550681e+00            5.80879248e-01            5.80841794e-01            1.65306082e-03            6.41265853e-03            2.43662742e-02            8.74957456e-02            2.45261964e-01            2.15652091e-01
            1.47134254e+00            5.79132553e-01            5.79067701e-01            1.65280145e-03            6.41151306e-03            2.43599019e-02            8.74445908e-02            2.44810500e-01            2.14388393e-01
            1.47720151e+00            5.77387060e-01            5.77294860e-01            1.65254109e-03            6.41036324e-03            2.43535059e-02            8.73932624e-02            2.44358074e-01            2.13127113e-01
            1.48308381e+00            5.75642791e-01            5.75523298e-01            1.65227974e-03            6.40920905e-03            2.43470862e-02            8.73417599e-02            2.43904688e-01            2.11868276e-01
            1.48898954e+00            5.73899770e-01            5.73753040e-01            1.65201739e-03            6.40805046e-03            2.43406426e-02            8.72900829e-02            2.43450342e-01            2.10611905e-01
            1.49491878e+00            5.72158019e-01            5.71984112e-01            1.65175403e-03            6.40688748e-03            2.43341750e-02            8.72382309e-02            2.42995039e-01            2.09358026e-01
            1.50087163e+00            5.70417561e-01            5.70216539e-01            1.65148967e-03            6.40572008e-03            2.43276834e-02            8.71862033e-02            2.42538779e-01            2.08106663e-01
            1.50684819e+00            5.68678419e-01            5.68450346e-01            1.65122430e-03            6.40454824e-03            2.43211677e-02            8.71339998e-02            2.42081564e-01            2.06857842e-01
            1.51284855e+00            5.66940616e-01            5.66685560e-01            1.65095791e-03            6.40337195e-03            2.43146278e-02            8.70816199e-02            2.41623396e-01            2.05611587e-01
            1.51887280e+00            5.65204174e-01            5.64922205e-01            1.65069051e-03            6.40219119e-03            2.43080637e-02            8.70290630e-02            2.41164275e-01            2.04367922e-01
            1.52492103e+00            5.63469116e-01            5.63160308e-01            1.65042208e-03            6.40100596e-03            2.43014751e-02            8.69763288e-02            2.40704204e-01            2.03126872e-01
            1.53099336e+00            5.61735465e-01            5.61399893e-01            1.65015263e-03            6.39981622e-03            2.42948622e-02            8.69234168e-02            2.40243183e-01            2.01888462e-01
            1.53708986e+00            5.60003243e-01            5.59640986e-01            1.64988216e-03            6.39862197e-03            2.42882247e-02            8.68703264e-02            2.39781215e-01            2.00652716e-01
            1.54321064e+00            5.58272473e-01            5.57883613e-01            1.64961065e-03            6.39742318e-03            2.42815626e-02            8.68170572e-02            2.39318302e-01            1.99419658e-01
            1.54935579e+00            5.56543177e-01            5.56127798e-01            1.64933810e-03            6.39621985e-03            2.42748758e-02            8.67636088e-02            2.38854443e-01            1.98189312e-01
            1.55552542e+00            5.54815379e-01            5.54373567e-01            1.64906451e-03            6.39501196e-03            2.42681643e-02            8.67099806e-02            2.38389643e-01            1.96961703e-01
            1.56171961e+00            5.53089099e-01            5.52620946e-01            1.64878988e-03            6.39379948e-03            2.42614279e-02            8.66561723e-02            2.37923901e-01            1.95736856e-01
            1.56793847e+00            5.51364362e-01            5.50869959e-01            1.64851420e-03            6.39258241e-03            2.42546665e-02            8.66021832e-02            2.37457220e-01            1.94514793e-01
            1.57418209e+00            5.49641188e-01            5.49120632e-01            1.64823747e-03            6.39136072e-03            2.42478801e-02            8.65480130e-02            2.36989601e-01            1.93295539e-01
            1.58045057e+00            5.47919601e-01            5.47372990e-01            1.64795969e-03            6.39013440e-03            2.42410686e-02            8.64936612e-02            2.36521047e-01            1.92079119e-01
            1.58674401e+00            5.46199622e-01            5.45627058e-01            1.64768084e-03            6.38890344e-03            2.42342320e-02            8.64391273e-02            2.36051559e-01            1.90865555e-01
            1.59306252e+00            5.44481275e-01            5.43882861e-01            1.64740094e-03            6.38766782e-03            2.42273700e-02            8.63844108e-02            2.35581139e-01            1.89654872e-01
            1.59940619e+00            5.42764580e-01            5.42140423e-01            1.64711996e-03            6.38642751e-03            2.42204826e-02            8.63295113e-02            2.35109789e-01            1.88447093e-01
            1.60577511e+00            5.41049561e-01            5.40399771e-01            1.64683792e-03            6.38518251e-03            2.42135698e-02            8.62744283e-02            2.34637510e-01            1.87242243e-01
            1.61216940e+00            5.39336239e-01            5.38660929e-01            1.64655480e-03            6.38393279e-03            2.42066315e-02            8.62191613e-02            2.34164305e-01            1.86040344e-01
            1.61858915e+00            5.37624636e-01            5.36923922e-01            1.64627060e-03            6.38267834e-03            2.41996675e-02            8.61637098e-02            2.33690176e-01            1.84841419e-01
            1.62503447e+00            5.35914775e-01            5.35188774e-01            1.64598532e-03            6.38141915e-03            2.41926778e-02            8.61080734e-02            2.33215125e-01            1.83645494e-01
            1.63150545e+00            5.34206677e-01            5.33455510e-01            1.64569896e-03            6.38015519e-03            2.41856623e-02            8.60522515e-02            2.32739153e-01            1.82452589e-01
            1.63800220e+00            5.32500364e-01            5.31724156e-01            1.64541150e-03            6.37888645e-03            2.41786209e-02            8.59962438e-02            2.32262263e-01            1.81262730e-01
            1.64452481e+00            5.30795858e-01            5.29994735e-01            1.64512295e-03            6.37761292e-03            2.41715536e-02            8.59400498e-02            2.31784458e-01            1.80075938e-01
            1.65107341e+00            5.29093181e-01            5.28267273e-01            1.64483330e-03            6.37633456e-03            2.41644601e-02            8.58836689e-02            2.31305738e-01            1.78892238e-01
            1.65764808e+00            5.27392353e-01            5.26541793e-01            1.64454255e-03            6.37505138e-03            2.41573406e-02            8.58271007e-02            2.30826107e-01            1.77711651e-01
            1.66424893e+00            5.25693398e-01            5.24818320e-01            1.64425070e-03            6.37376334e-03            2.41501947e-02            8.57703447e-02            2.30345566e-01            1.76534201e-01
            1.67087606e+00            5.23996336e-01            5.23096879e-01            1.64395773e-03            6.37247044e-03            2.41430226e-02            8.57134005e-02            2.29864119e-01            1.75359909e-01
            1.67752958e+00            5.22301190e-01            5.21377494e-01            1.64366365e-03            6.37117265e-03            2.41358240e-02            8.56562676e-02            2.29381766e-01            1.74188800e-01
            1.68420960e+00            5.20607979e-01            5.19660189e-01            1.64336845e-03            6.36986996e-03            2.41285990e-02            8.55989454e-02            2.28898511e-01            1.73020895e-01
            1.69091622e+00            5.18916726e-01            5.17944988e-01            1.64307213e-03            6.36856235e-03            2.41213473e-02            8.55414336e-02            2.28414356e-01            1.71856217e-01
            1.69764955e+00            5.17227453e-01            5.16231916e-01            1.64277468e-03            6.36724980e-03            2.41140689e-02            8.54837317e-02            2.27929303e-01            1.70694788e-01
            1.70440969e+00            5.15540179e-01            5.14520995e-01            1.64247610e-03            6.36593230e-03            2.41067638e-02            8.54258391e-02            2.27443354e-01            1.69536630e-01
            1.71119674e+00            5.13854927e-01            5.12812251e-01            1.64217639e-03            6.36460983e-03            2.40994318e-02            8.53677555e-02            2.26956513e-01            1.68381765e-01
            1.71801083e+00            5.12171717e-01            5.11105707e-01            1.64187554e-03            6.36328237e-03            2.40920729e-02            8.53094803e-02            2.26468781e-01            1.67230215e-01
            1.72485204e+00            5.10490571e-01            5.09401387e-01            1.64157355e-03            6.36194990e-03            2.40846869e-02            8.52510130e-02            2.25980162e-01            1.66082002e-01
            1.73172050e+00            5.08811508e-01            5.07699315e-01            1.64127041e-03            6.36061240e-03            2.40772738e-02            8.51923532e-02            2.25490658e-01            1.64937147e-01
            1.73861631e+00            5.07134551e-01            5.05999513e-01            1.64096612e-03            6.35926987e-03            2.40698335e-02            8.51335005e-02            2.25000271e-01            1.63795673e-01
            1.74553958e+00            5.05459720e-01            5.04302007e-01            1.64066067e-03            6.35792227e-03            2.40623658e-02            8.50744543e-02            2.24509004e-01            1.62657600e-01
            1.75249042e+00            5.03787036e-01            5.02606818e-01            1.64035407e-03            6.35656959e-03            2.40548707e-02            8.50152142e-02            2.24016860e-01            1.61522950e-01
            1.75946894e+00            5.02116518e-01            5.00913971e-01            1.64004630e-03            6.35521181e-03            2.40473482e-02            8.49557796e-02            2.23523841e-01            1.60391744e-01
            1.76647525e+00            5.00448189e-01            4.99223488e-01            1.63973737e-03            6.35384892e-03            2.40397980e-02            8.48961502e-02            2.23029951e-01            1.59264003e-01
            1.77350945e+00            4.98782067e-01            4.97535393e-01            1.63942726e-03            6.35248090e-03            2.40322202e-02            8.48363255e-02            2.22535192e-01            1.58139747e-01
            1.78057167e+00            4.97118174e-01            4.95849709e-01            1.63911598e-03            6.35110772e-03            2.40246146e-02            8.47763049e-02            2.22039566e-01            1.57018999e-01
            1.78766201e+00            4.95456529e-01            4.94166458e-01            1.63880352e-03            6.34972938e-03            2.40169812e-02            8.47160881e-02            2.21543078e-01            1.55901778e-01
            1.79478058e+00            4.93797154e-01            4.92485664e-01            1.63848987e-03            6.34834585e-03            2.40093197e-02            8.46556744e-02            2.21045729e-01            1.54788105e-01
            1.80192750e+00            4.92140067e-01            4.90807349e-01            1.63817503e-03            6.34695711e-03            2.40016303e-02            8.45950636e-02            2.20547523e-01            1.53678000e-01
            1.80910288e+00            4.90485289e-01            4.89131537e-01            1.63785900e-03            6.34556315e-03            2.39939126e-02            8.45342551e-02            2.20048463e-01            1.52571484e-01
            1.81630683e+00            4.88832840e-01            4.87458248e-01            1.63754178e-03            6.34416394e-03            2.39861668e-02            8.44732484e-02            2.19548552e-01            1.51468576e-01
            1.82353947e+00            4.87182740e-01            4.85787507e-01            1.63722335e-03            6.34275948e-03            2.39783926e-02            8.44120430e-02            2.19047792e-01            1.50369296e-01
            1.83080090e+00            4.85535008e-01            4.84119334e-01            1.63690372e-03            6.34134973e-03            2.39705900e-02            8.43506385e-02            2.18546187e-01            1.49273665e-01
            1.83809126e+00            4.83889663e-01            4.82453753e-01            1.63658288e-03            6.33993469e-03            2.39627589e-02            8.42890345e-02            2.18043741e-01            1.48181702e-01
            1.84541064e+00            4.82246726e-01            4.80790786e-01            1.63626082e-03            6.33851432e-03            2.39548992e-02            8.42272304e-02            2.17540455e-01            1.47093426e-01
            1.85275917e+00            4.80606216e-01            4.79130454e-01            1.63593754e-03            6.33708863e-03            2.39470107e-02            8.41652258e-02            2.17036334e-01            1.46008856e-01
            1.86013697e+00            4.78968152e-01            4.77472779e-01            1.63561304e-03            6.33565757e-03            2.39390935e-02            8.41030202e-02            2.16531381e-01            1.44928013e-01
            1.86754414e+00            4.77332554e-01            4.75817783e-01            1.63528732e-03            6.33422115e-03            2.39311474e-02            8.40406131e-02            2.16025599e-01            1.43850914e-01
            1.87498081e+00            4.75699440e-01            4.74165487e-01            1.63496036e-03            6.33277933e-03            2.39231723e-02            8.39780041e-02            2.15518992e-01            1.42777579e-01
            1.88244709e+00            4.74068829e-01            4.72515914e-01            1.63463217e-03            6.33133210e-03            2.39151681e-02            8.39151928e-02            2.15011562e-01            1.41708027e-01
            1.88994310e+00            4.72440741e-01            4.70869084e-01            1.63430273e-03            6.32987944e-03            2.39071347e-02            8.38521785e-02            2.14503314e-01            1.40642275e-01
            1.89746896e+00            4.70815193e-01            4.69225019e-01            1.63397205e-03            6.32842133e-03            2.38990721e-02            8.37889610e-02            2.13994250e-01            1.39580342e-01
            1.90502479e+00            4.69192206e-01            4.67583739e-01            1.63364012e-03            6.32695775e-03            2.38909800e-02            8.37255396e-02            2.13484374e-01            1.38522247e-01
            1.91261071e+00            4.67571797e-01            4.65945266e-01            1.63330694e-03            6.32548869e-03            2.38828586e-02            8.36619140e-02            2.12973691e-01            1.37468008e-01
            1.92022684e+00            4.65953984e-01            4.64309621e-01            1.63297250e-03            6.32401412e-03            2.38747075e-02            8.35980837e-02            2.12462202e-01            1.36417641e-01
            1.92787329e+00            4.64338787e-01            4.62676824e-01            1.63263679e-03            6.32253402e-03            2.38665268e-02            8.35340482e-02            2.11949913e-01            1.35371166e-01
            1.93555019e+00            4.62726224e-01            4.61046896e-01            1.63229982e-03            6.32104838e-03            2.38583163e-02            8.34698070e-02            2.11436826e-01            1.34328599e-01
            1.94325766e+00            4.61116312e-01            4.59419858e-01            1.63196158e-03            6.31955717e-03            2.38500760e-02            8.34053598e-02            2.10922946e-01            1.33289958e-01
            1.95099583e+00            4.59509069e-01            4.57795729e-01            1.63162206e-03            6.31806038e-03            2.38418057e-02            8.33407059e-02            2.10408275e-01            1.32255259e-01
