# Zheleznyak (1982) absorption curve and two-stream fit
# Generated:  2026-05-05T08:42:07
# Command:    Zheleznyak.py --ngroups 8 --threshold 1E-6 --write-to-file zheleznyak
# ngroups=8,  n_kept=6,  threshold=1.0e-06
# lambda1 = 2.625223e-02 m^-1 Pa^-1,  lambda2 = 1.500128e+00 m^-1 Pa^-1
# RMS relative error = 0.484 %
# 
# Columns:
#   chi            : reduced path length p_O2*r  [Pa m]
#   K_zheleznyak   : Zheleznyak (1982) absorption function  [m^-1 Pa^-1]
#   K_twostream    : two-stream fit, integral-normalised to K_zheleznyak  [m^-1 Pa^-1]
#   group_1_kappa2.689e-02: group 1: kappa=2.6888e-02 m^-1 Pa^-1,  g=1.5808e-02  [m^-1 Pa^-1]
#   group_2_kappa3.061e-02: group 2: kappa=3.0612e-02 m^-1 Pa^-1,  g=5.4157e-02  [m^-1 Pa^-1]
#   group_3_kappa4.482e-02: group 3: kappa=4.4820e-02 m^-1 Pa^-1,  g=1.4351e-01  [m^-1 Pa^-1]
#   group_4_kappa1.002e-01: group 4: kappa=1.0021e-01 m^-1 Pa^-1,  g=2.4996e-01  [m^-1 Pa^-1]
#   group_5_kappa3.157e-01: group 5: kappa=3.1572e-01 m^-1 Pa^-1,  g=3.0500e-01  [m^-1 Pa^-1]
#   group_6_kappa1.007e+00: group 6: kappa=1.0071e+00 m^-1 Pa^-1,  g=2.3157e-01  [m^-1 Pa^-1]
#
#                      chi              K_zheleznyak               K_twostream    group_1_kappa2.689e-02    group_2_kappa3.061e-02    group_3_kappa4.482e-02    group_4_kappa1.002e-01    group_5_kappa3.157e-01    group_6_kappa1.007e+00
            1.05282511e-02            1.46209473e+00            1.45745001e+00            1.71901332e-03            6.70473095e-03            2.60081882e-02            1.01230513e-01            3.88265021e-01            9.33522547e-01
            1.05701752e-02            1.46204807e+00            1.45740498e+00            1.71901138e-03            6.70472234e-03            2.60081394e-02            1.01230088e-01            3.88259882e-01            9.33483133e-01
            1.06122662e-02            1.46200122e+00            1.45735976e+00            1.71900944e-03            6.70471371e-03            2.60080903e-02            1.01229661e-01            3.88254722e-01            9.33443564e-01
            1.06545249e-02            1.46195419e+00            1.45731437e+00            1.71900748e-03            6.70470503e-03            2.60080410e-02            1.01229232e-01            3.88249542e-01            9.33403839e-01
            1.06969518e-02            1.46190697e+00            1.45726879e+00            1.71900552e-03            6.70469632e-03            2.60079916e-02            1.01228802e-01            3.88244342e-01            9.33363957e-01
            1.07395477e-02            1.46185957e+00            1.45722304e+00            1.71900355e-03            6.70468758e-03            2.60079419e-02            1.01228369e-01            3.88239121e-01            9.33323919e-01
            1.07823131e-02            1.46181198e+00            1.45717711e+00            1.71900158e-03            6.70467880e-03            2.60078921e-02            1.01227936e-01            3.88233879e-01            9.33283722e-01
            1.08252489e-02            1.46176420e+00            1.45713100e+00            1.71899959e-03            6.70466999e-03            2.60078420e-02            1.01227500e-01            3.88228616e-01            9.33243368e-01
            1.08683557e-02            1.46171624e+00            1.45708470e+00            1.71899760e-03            6.70466115e-03            2.60077918e-02            1.01227063e-01            3.88223332e-01            9.33202854e-01
            1.09116341e-02            1.46166808e+00            1.45703822e+00            1.71899560e-03            6.70465226e-03            2.60077413e-02            1.01226624e-01            3.88218028e-01            9.33162181e-01
            1.09550849e-02            1.46161974e+00            1.45699156e+00            1.71899359e-03            6.70464334e-03            2.60076907e-02            1.01226183e-01            3.88212702e-01            9.33121348e-01
            1.09987086e-02            1.46157120e+00            1.45694472e+00            1.71899157e-03            6.70463439e-03            2.60076398e-02            1.01225740e-01            3.88207356e-01            9.33080354e-01
            1.10425061e-02            1.46152248e+00            1.45689769e+00            1.71898955e-03            6.70462540e-03            2.60075888e-02            1.01225296e-01            3.88201988e-01            9.33039198e-01
            1.10864780e-02            1.46147356e+00            1.45685047e+00            1.71898752e-03            6.70461638e-03            2.60075375e-02            1.01224850e-01            3.88196598e-01            9.32997880e-01
            1.11306250e-02            1.46142445e+00            1.45680307e+00            1.71898548e-03            6.70460732e-03            2.60074861e-02            1.01224402e-01            3.88191188e-01            9.32956400e-01
            1.11749478e-02            1.46137515e+00            1.45675548e+00            1.71898343e-03            6.70459822e-03            2.60074344e-02            1.01223953e-01            3.88185756e-01            9.32914757e-01
            1.12194471e-02            1.46132565e+00            1.45670771e+00            1.71898137e-03            6.70458909e-03            2.60073825e-02            1.01223501e-01            3.88180302e-01            9.32872949e-01
            1.12641236e-02            1.46127595e+00            1.45665974e+00            1.71897931e-03            6.70457992e-03            2.60073305e-02            1.01223048e-01            3.88174827e-01            9.32830977e-01
            1.13089780e-02            1.46122607e+00            1.45661159e+00            1.71897723e-03            6.70457071e-03            2.60072782e-02            1.01222593e-01            3.88169330e-01            9.32788839e-01
            1.13540109e-02            1.46117598e+00            1.45656325e+00            1.71897515e-03            6.70456147e-03            2.60072257e-02            1.01222136e-01            3.88163811e-01            9.32746536e-01
            1.13992233e-02            1.46112570e+00            1.45651471e+00            1.71897306e-03            6.70455219e-03            2.60071730e-02            1.01221678e-01            3.88158270e-01            9.32704066e-01
            1.14446156e-02            1.46107522e+00            1.45646599e+00            1.71897096e-03            6.70454287e-03            2.60071201e-02            1.01221217e-01            3.88152707e-01            9.32661429e-01
            1.14901887e-02            1.46102454e+00            1.45641707e+00            1.71896886e-03            6.70453352e-03            2.60070670e-02            1.01220755e-01            3.88147123e-01            9.32618625e-01
            1.15359433e-02            1.46097366e+00            1.45636796e+00            1.71896674e-03            6.70452413e-03            2.60070136e-02            1.01220291e-01            3.88141516e-01            9.32575651e-01
            1.15818801e-02            1.46092259e+00            1.45631866e+00            1.71896462e-03            6.70451470e-03            2.60069601e-02            1.01219825e-01            3.88135887e-01            9.32532509e-01
            1.16279998e-02            1.46087131e+00            1.45626916e+00            1.71896249e-03            6.70450524e-03            2.60069063e-02            1.01219357e-01            3.88130235e-01            9.32489197e-01
            1.16743032e-02            1.46081983e+00            1.45621947e+00            1.71896035e-03            6.70449573e-03            2.60068523e-02            1.01218887e-01            3.88124561e-01            9.32445714e-01
            1.17207909e-02            1.46076814e+00            1.45616958e+00            1.71895820e-03            6.70448619e-03            2.60067982e-02            1.01218416e-01            3.88118865e-01            9.32402060e-01
            1.17674638e-02            1.46071625e+00            1.45611950e+00            1.71895604e-03            6.70447661e-03            2.60067438e-02            1.01217942e-01            3.88113146e-01            9.32358235e-01
            1.18143225e-02            1.46066416e+00            1.45606922e+00            1.71895388e-03            6.70446700e-03            2.60066891e-02            1.01217467e-01            3.88107404e-01            9.32314237e-01
            1.18613678e-02            1.46061187e+00            1.45601874e+00            1.71895170e-03            6.70445734e-03            2.60066343e-02            1.01216990e-01            3.88101639e-01            9.32270066e-01
            1.19086005e-02            1.46055937e+00            1.45596806e+00            1.71894952e-03            6.70444765e-03            2.60065792e-02            1.01216511e-01            3.88095852e-01            9.32225721e-01
            1.19560212e-02            1.46050666e+00            1.45591718e+00            1.71894733e-03            6.70443791e-03            2.60065240e-02            1.01216030e-01            3.88090042e-01            9.32181202e-01
            1.20036308e-02            1.46045374e+00            1.45586610e+00            1.71894513e-03            6.70442814e-03            2.60064685e-02            1.01215547e-01            3.88084208e-01            9.32136507e-01
            1.20514299e-02            1.46040062e+00            1.45581482e+00            1.71894292e-03            6.70441833e-03            2.60064128e-02            1.01215062e-01            3.88078352e-01            9.32091637e-01
            1.20994194e-02            1.46034728e+00            1.45576334e+00            1.71894070e-03            6.70440848e-03            2.60063568e-02            1.01214575e-01            3.88072472e-01            9.32046590e-01
            1.21476000e-02            1.46029374e+00            1.45571166e+00            1.71893847e-03            6.70439860e-03            2.60063007e-02            1.01214086e-01            3.88066569e-01            9.32001366e-01
            1.21959724e-02            1.46023999e+00            1.45565977e+00            1.71893624e-03            6.70438867e-03            2.60062443e-02            1.01213596e-01            3.88060642e-01            9.31955964e-01
            1.22445375e-02            1.46018602e+00            1.45560768e+00            1.71893399e-03            6.70437870e-03            2.60061877e-02            1.01213103e-01            3.88054692e-01            9.31910384e-01
            1.22932959e-02            1.46013184e+00            1.45555538e+00            1.71893174e-03            6.70436869e-03            2.60061308e-02            1.01212609e-01            3.88048719e-01            9.31864624e-01
            1.23422485e-02            1.46007745e+00            1.45550288e+00            1.71892948e-03            6.70435865e-03            2.60060738e-02            1.01212112e-01            3.88042721e-01            9.31818685e-01
            1.23913961e-02            1.46002285e+00            1.45545017e+00            1.71892720e-03            6.70434856e-03            2.60060165e-02            1.01211614e-01            3.88036700e-01            9.31772564e-01
            1.24407393e-02            1.45996803e+00            1.45539725e+00            1.71892492e-03            6.70433843e-03            2.60059590e-02            1.01211113e-01            3.88030655e-01            9.31726263e-01
            1.24902791e-02            1.45991300e+00            1.45534413e+00            1.71892263e-03            6.70432827e-03            2.60059012e-02            1.01210611e-01            3.88024586e-01            9.31679779e-01
            1.25400161e-02            1.45985775e+00            1.45529079e+00            1.71892034e-03            6.70431806e-03            2.60058433e-02            1.01210106e-01            3.88018493e-01            9.31633112e-01
            1.25899511e-02            1.45980228e+00            1.45523725e+00            1.71891803e-03            6.70430781e-03            2.60057851e-02            1.01209600e-01            3.88012376e-01            9.31586263e-01
            1.26400850e-02            1.45974659e+00            1.45518349e+00            1.71891571e-03            6.70429752e-03            2.60057266e-02            1.01209091e-01            3.88006235e-01            9.31539228e-01
            1.26904186e-02            1.45969069e+00            1.45512953e+00            1.71891338e-03            6.70428719e-03            2.60056680e-02            1.01208581e-01            3.88000069e-01            9.31492009e-01
            1.27409526e-02            1.45963456e+00            1.45507535e+00            1.71891105e-03            6.70427682e-03            2.60056091e-02            1.01208068e-01            3.87993879e-01            9.31444605e-01
            1.27916878e-02            1.45957822e+00            1.45502096e+00            1.71890870e-03            6.70426641e-03            2.60055499e-02            1.01207554e-01            3.87987664e-01            9.31397014e-01
            1.28426250e-02            1.45952165e+00            1.45496635e+00            1.71890635e-03            6.70425596e-03            2.60054906e-02            1.01207037e-01            3.87981424e-01            9.31349236e-01
            1.28937651e-02            1.45946486e+00            1.45491153e+00            1.71890399e-03            6.70424546e-03            2.60054310e-02            1.01206518e-01            3.87975160e-01            9.31301270e-01
            1.29451088e-02            1.45940785e+00            1.45485649e+00            1.71890161e-03            6.70423492e-03            2.60053711e-02            1.01205998e-01            3.87968871e-01            9.31253115e-01
            1.29966569e-02            1.45935061e+00            1.45480124e+00            1.71889923e-03            6.70422434e-03            2.60053110e-02            1.01205475e-01            3.87962557e-01            9.31204772e-01
            1.30484104e-02            1.45929315e+00            1.45474577e+00            1.71889684e-03            6.70421372e-03            2.60052507e-02            1.01204950e-01            3.87956218e-01            9.31156238e-01
            1.31003699e-02            1.45923546e+00            1.45469008e+00            1.71889444e-03            6.70420306e-03            2.60051902e-02            1.01204423e-01            3.87949854e-01            9.31107514e-01
            1.31525363e-02            1.45917755e+00            1.45463417e+00            1.71889203e-03            6.70419235e-03            2.60051293e-02            1.01203894e-01            3.87943464e-01            9.31058598e-01
            1.32049105e-02            1.45911940e+00            1.45457804e+00            1.71888961e-03            6.70418160e-03            2.60050683e-02            1.01203363e-01            3.87937050e-01            9.31009490e-01
            1.32574932e-02            1.45906103e+00            1.45452169e+00            1.71888718e-03            6.70417081e-03            2.60050070e-02            1.01202829e-01            3.87930609e-01            9.30960189e-01
            1.33102853e-02            1.45900243e+00            1.45446512e+00            1.71888474e-03            6.70415998e-03            2.60049455e-02            1.01202294e-01            3.87924144e-01            9.30910694e-01
            1.33632876e-02            1.45894360e+00            1.45440833e+00            1.71888229e-03            6.70414910e-03            2.60048837e-02            1.01201756e-01            3.87917652e-01            9.30861005e-01
            1.34165010e-02            1.45888454e+00            1.45435131e+00            1.71887983e-03            6.70413818e-03            2.60048217e-02            1.01201217e-01            3.87911135e-01            9.30811121e-01
            1.34699262e-02            1.45882525e+00            1.45429407e+00            1.71887736e-03            6.70412722e-03            2.60047594e-02            1.01200675e-01            3.87904592e-01            9.30761041e-01
            1.35235643e-02            1.45876572e+00            1.45423661e+00            1.71887488e-03            6.70411621e-03            2.60046969e-02            1.01200131e-01            3.87898023e-01            9.30710764e-01
            1.35774159e-02            1.45870596e+00            1.45417891e+00            1.71887239e-03            6.70410516e-03            2.60046341e-02            1.01199585e-01            3.87891428e-01            9.30660290e-01
            1.36314819e-02            1.45864597e+00            1.45412100e+00            1.71886989e-03            6.70409406e-03            2.60045711e-02            1.01199036e-01            3.87884807e-01            9.30609617e-01
            1.36857633e-02            1.45858574e+00            1.45406285e+00            1.71886738e-03            6.70408292e-03            2.60045079e-02            1.01198486e-01            3.87878160e-01            9.30558745e-01
            1.37402608e-02            1.45852527e+00            1.45400447e+00            1.71886486e-03            6.70407174e-03            2.60044443e-02            1.01197933e-01            3.87871486e-01            9.30507674e-01
            1.37949753e-02            1.45846457e+00            1.45394587e+00            1.71886233e-03            6.70406051e-03            2.60043806e-02            1.01197378e-01            3.87864786e-01            9.30456402e-01
            1.38499076e-02            1.45840362e+00            1.45388703e+00            1.71885980e-03            6.70404923e-03            2.60043165e-02            1.01196821e-01            3.87858060e-01            9.30404929e-01
            1.39050588e-02            1.45834244e+00            1.45382797e+00            1.71885725e-03            6.70403792e-03            2.60042523e-02            1.01196262e-01            3.87851306e-01            9.30353253e-01
            1.39604295e-02            1.45828102e+00            1.45376867e+00            1.71885469e-03            6.70402655e-03            2.60041877e-02            1.01195700e-01            3.87844526e-01            9.30301375e-01
            1.40160207e-02            1.45821936e+00            1.45370914e+00            1.71885212e-03            6.70401514e-03            2.60041229e-02            1.01195137e-01            3.87837719e-01            9.30249293e-01
            1.40718333e-02            1.45815745e+00            1.45364937e+00            1.71884954e-03            6.70400369e-03            2.60040579e-02            1.01194571e-01            3.87830885e-01            9.30197006e-01
            1.41278682e-02            1.45809530e+00            1.45358937e+00            1.71884695e-03            6.70399219e-03            2.60039926e-02            1.01194002e-01            3.87824024e-01            9.30144515e-01
            1.41841262e-02            1.45803291e+00            1.45352914e+00            1.71884435e-03            6.70398065e-03            2.60039270e-02            1.01193432e-01            3.87817136e-01            9.30091817e-01
            1.42406082e-02            1.45797027e+00            1.45346866e+00            1.71884174e-03            6.70396905e-03            2.60038612e-02            1.01192859e-01            3.87810220e-01            9.30038913e-01
